town,buffer,metric,sen_slope_per_decade,qcat,p_upper,p_lower,p_two,baseline_mean,early_mean,late_mean,delta_late_minus_early,question,stressor,survey_col,question_text
Kendrick,10mibuffer,firestart_k2_erc90,-6.666666666666666,Q2,0.7545,0.2455,0.491,78.42307692307692,103.66666666666667,55.7,-47.96666666666667,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,none,firestart_k2_erc90,-4.166666666666667,Q3,0.65,0.35,0.7,74.75,87.75,55.8,-31.950000000000003,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,10mibuffer,firestart_k3_bi90,4,Q5,0.3745,0.6255,0.749,83.9090909090909,108.5,79.11111111111111,-29.388888888888886,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,none,firestart_k3_bi90,12.857142857142858,Q7,0.128,0.872,0.256,110.4,91.6,109.16666666666667,17.566666666666677,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,10mibuffer,firestart_k3_bi90,4.545454545454545,Q5,0.3375,0.6625,0.675,82.73684210526316,105.75,80.625,-25.125,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,none,firestart_k3_bi90,0,Q4,0.483,0.517,0.966,83.73684210526316,145,71.125,-73.875,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,10mibuffer,firestart_k3_bi90,2.2727272727272725,Q4,0.4385,0.5615,0.877,84.04347826086956,124,63.6,-60.4,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,none,firestart_k3_bi90,-0.4545454545454546,Q4,0.524,0.476,0.952,84.27272727272727,137,54.8,-82.2,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,10mibuffer,firestart_k3_bi90,16.363636363636363,Q6,0.2055,0.7945,0.411,136.76190476190476,169.75,167.66666666666666,-2.083333333333343,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,none,firestart_k3_bi90,22.63157894736842,Q6,0.2365,0.7635,0.473,125.75,108.33333333333333,178.875,70.54166666666667,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,10mibuffer,firestart_k3_bi90,13.88888888888889,Q6,0.221,0.779,0.442,116.05,169.75,141.11111111111111,-28.638888888888886,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,none,firestart_k3_bi90,12.426470588235293,Q5,0.342,0.658,0.684,117.95,90.5,168.33333333333334,77.83333333333334,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,10mibuffer,firestart_k3_erc90,-0.16666666666666666,Q4,0.5045,0.4955,0.991,90.8076923076923,111.5,69.2,-42.3,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,none,firestart_k3_erc90,-0.14285714285714285,Q4,0.5025,0.4975,0.995,97.2,106,96.66666666666667,-9.333333333333329,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,10mibuffer,firestart_k3_erc90,-7.638888888888888,Q2,0.7305,0.2695,0.539,80.4,111.83333333333333,56.3,-55.53333333333333,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,none,firestart_k3_erc90,-5,Q3,0.666,0.334,0.668,77.76,112,49.7,-62.3,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,10mibuffer,firestart_k3_erc90,1.5165441176470589,Q4,0.44,0.56,0.88,85.5,126.33333333333333,54.1,-72.23333333333332,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,none,firestart_k3_erc90,1.311827956989247,Q4,0.4595,0.5405,0.919,93.1923076923077,132.83333333333334,54.2,-78.63333333333334,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,10mibuffer,firestart_k3_erc90,0,Q4,0.502,0.498,0.996,74.95652173913044,39.333333333333336,65,25.666666666666664,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,none,firestart_k3_erc90,0.38461538461538464,Q4,0.484,0.516,0.968,78.24,43.6,75.3,31.699999999999996,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,10mibuffer,firestart_k3_erc90,-3.4782608695652173,Q3,0.624,0.376,0.752,73.3913043478261,39.333333333333336,61.3,21.96666666666666,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,none,firestart_k3_erc90,-1.6025641025641024,Q4,0.553,0.447,0.894,84.375,88.5,61.1,-27.4,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,10mibuffer,firestart_wyday_bi,4,Q5,0.3745,0.6255,0.749,83.9090909090909,108.5,79.11111111111111,-29.388888888888886,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,none,firestart_wyday_bi,12.857142857142858,Q7,0.128,0.872,0.256,110.4,91.6,109.16666666666667,17.566666666666677,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,10mibuffer,firestart_wyday_bi,4.545454545454545,Q5,0.3375,0.6625,0.675,82.73684210526316,105.75,80.625,-25.125,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,none,firestart_wyday_bi,0,Q4,0.483,0.517,0.966,83.73684210526316,145,71.125,-73.875,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,10mibuffer,firestart_wyday_bi,2.2727272727272725,Q4,0.4385,0.5615,0.877,84.04347826086956,124,63.6,-60.4,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,none,firestart_wyday_bi,-0.4545454545454546,Q4,0.524,0.476,0.952,84.27272727272727,137,54.8,-82.2,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,10mibuffer,firestart_wyday_bi,16.363636363636363,Q6,0.2055,0.7945,0.411,136.76190476190476,169.75,167.66666666666666,-2.083333333333343,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,none,firestart_wyday_bi,22.63157894736842,Q6,0.2365,0.7635,0.473,125.75,108.33333333333333,178.875,70.54166666666667,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,10mibuffer,firestart_wyday_bi,13.88888888888889,Q6,0.221,0.779,0.442,116.05,169.75,141.11111111111111,-28.638888888888886,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,none,firestart_wyday_bi,12.426470588235293,Q5,0.342,0.658,0.684,117.95,90.5,168.33333333333334,77.83333333333334,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,10mibuffer,firestart_wyday_erc,-0.16666666666666666,Q4,0.5045,0.4955,0.991,90.8076923076923,111.5,69.2,-42.3,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,none,firestart_wyday_erc,-0.14285714285714285,Q4,0.5025,0.4975,0.995,97.2,106,96.66666666666667,-9.333333333333329,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,10mibuffer,firestart_wyday_erc,-7.638888888888888,Q2,0.7305,0.2695,0.539,80.4,111.83333333333333,56.3,-55.53333333333333,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Deary,none,firestart_wyday_erc,-5,Q3,0.666,0.334,0.668,77.76,112,49.7,-62.3,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,10mibuffer,firestart_wyday_erc,1.5165441176470589,Q4,0.44,0.56,0.88,85.5,126.33333333333333,54.1,-72.23333333333332,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
ElkRiver,none,firestart_wyday_erc,1.311827956989247,Q4,0.4595,0.5405,0.919,93.1923076923077,132.83333333333334,54.2,-78.63333333333334,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,10mibuffer,firestart_wyday_erc,0,Q4,0.502,0.498,0.996,74.95652173913044,39.333333333333336,65,25.666666666666664,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Juliaetta,none,firestart_wyday_erc,0.38461538461538464,Q4,0.484,0.516,0.968,78.24,43.6,75.3,31.699999999999996,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,10mibuffer,firestart_wyday_erc,-3.4782608695652173,Q3,0.624,0.376,0.752,73.3913043478261,39.333333333333336,61.3,21.96666666666666,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Kendrick,none,firestart_wyday_erc,-1.6025641025641024,Q4,0.553,0.447,0.894,84.375,88.5,61.1,-27.4,F4,Fire,ID25,Has there been a change in when the fire season starts during the year?
Bovill,10mibuffer,firemaxrun_bi,0.5263157894736842,Q6,0.2205,0.7795,0.441,6.766666666666667,2.4,8.6,6.199999999999999,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Bovill,none,firemaxrun_bi,0,Q4,0.4905,0.5095,0.981,5.933333333333334,2.4,6.8,4.4,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Deary,10mibuffer,firemaxrun_bi,0.5882352941176471,Q6,0.2075,0.7925,0.415,6.466666666666667,2.4,8.9,6.5,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Deary,none,firemaxrun_bi,0.7692307692307693,Q5,0.351,0.649,0.702,5.933333333333334,1.7,8.1,6.3999999999999995,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
ElkRiver,10mibuffer,firemaxrun_bi,0.5714285714285714,Q6,0.22,0.78,0.44,6.733333333333333,3,7.5,4.5,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
ElkRiver,none,firemaxrun_bi,0.47619047619047616,Q6,0.255,0.745,0.51,6.433333333333334,2.7,7.7,5,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Juliaetta,10mibuffer,firemaxrun_bi,0.5,Q6,0.2385,0.7615,0.477,6.333333333333333,2.3,7.4,5.1000000000000005,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Juliaetta,none,firemaxrun_bi,0,Q4,0.4905,0.5095,0.981,5.4,2,6.7,4.7,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Kendrick,10mibuffer,firemaxrun_bi,0.47619047619047616,Q6,0.236,0.764,0.472,5.866666666666666,2.3,6.3,4,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Kendrick,none,firemaxrun_bi,0,Q4,0.4905,0.5095,0.981,5.9,1.9,6.9,5,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Bovill,10mibuffer,firemaxrun_erc,1.7857142857142858,Q6,0.277,0.723,0.554,11.2,4.6,16.2,11.6,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Bovill,none,firemaxrun_erc,0.9375,Q6,0.1475,0.8525,0.295,10.333333333333334,4.9,13,8.1,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Deary,10mibuffer,firemaxrun_erc,2.5,Q6,0.233,0.767,0.466,11.3,4.7,18.1,13.400000000000002,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Deary,none,firemaxrun_erc,2.8571428571428568,Q6,0.1745,0.8255,0.349,11.233333333333333,4.7,18,13.3,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
ElkRiver,10mibuffer,firemaxrun_erc,2,Q6,0.2595,0.7405,0.519,11.6,5,17.6,12.600000000000001,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
ElkRiver,none,firemaxrun_erc,1.875,Q7,0.039,0.961,0.078,11.5,4.9,17.2,12.299999999999999,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Juliaetta,10mibuffer,firemaxrun_erc,1.7647058823529413,Q7,0.0765,0.9235,0.153,12.033333333333333,5.8,18.3,12.5,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Juliaetta,none,firemaxrun_erc,1.6666666666666665,Q7,0.115,0.885,0.23,12.966666666666667,8.5,18.2,9.7,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Kendrick,10mibuffer,firemaxrun_erc,2.307692307692308,Q7,0.0425,0.9575,0.085,12.966666666666667,7.2,19.7,12.5,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Kendrick,none,firemaxrun_erc,1.6666666666666665,Q7,0.0895,0.9105,0.179,12.133333333333333,5.1,18.8,13.700000000000001,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Bovill,10mibuffer,fireseasonlength_bi,31.62162162162162,Q6,0.174,0.826,0.348,246.46428571428572,170.25,260.1,89.85000000000002,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Bovill,none,fireseasonlength_bi,25.555555555555554,Q5,0.3265,0.6735,0.653,245.67857142857142,186.25,230.7,44.44999999999999,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Deary,10mibuffer,fireseasonlength_bi,33,Q6,0.1555,0.8445,0.311,253.4814814814815,184.14285714285714,268.7,84.55714285714285,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Deary,none,fireseasonlength_bi,38.75,Q6,0.2495,0.7505,0.499,239.1153846153846,91.66666666666667,280.4,188.7333333333333,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
ElkRiver,10mibuffer,fireseasonlength_bi,31.818181818181817,Q6,0.2425,0.7575,0.485,255.07407407407408,120.14285714285714,305.3,185.15714285714287,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
ElkRiver,none,fireseasonlength_bi,36.92307692307693,Q7,0.132,0.868,0.264,242.8148148148148,132.71428571428572,294.6,161.8857142857143,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Juliaetta,10mibuffer,fireseasonlength_bi,21.724137931034484,Q6,0.2055,0.7945,0.411,262.3076923076923,206.83333333333334,256.7,49.866666666666646,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Juliaetta,none,fireseasonlength_bi,20,Q6,0.21,0.79,0.42,274.5769230769231,234,268.6,34.60000000000002,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Kendrick,10mibuffer,fireseasonlength_bi,25,Q6,0.173,0.827,0.346,268.88461538461536,205.16666666666666,268.3,63.133333333333354,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Kendrick,none,fireseasonlength_bi,21.333333333333332,Q6,0.2175,0.7825,0.435,265.9230769230769,205.16666666666666,269.1,63.933333333333366,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Bovill,10mibuffer,fireseasonlength_erc,24.86842105263158,Q7,0.025,0.975,0.05,217.42857142857142,133.875,228.9,95.025,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Bovill,none,fireseasonlength_erc,16.833333333333332,Q7,0.0955,0.9045,0.191,228.78571428571428,189.625,216.2,26.57499999999999,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Deary,10mibuffer,fireseasonlength_erc,29.5,Q7,0.1215,0.8785,0.243,222.3846153846154,154,255.5,101.5,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Deary,none,fireseasonlength_erc,34.44444444444444,Q6,0.2675,0.7325,0.535,212.33333333333334,78.42857142857143,261.4,182.97142857142853,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
ElkRiver,10mibuffer,fireseasonlength_erc,26.400000000000002,Q7,0.0675,0.9325,0.135,211.26923076923077,92.66666666666667,267.2,174.5333333333333,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
ElkRiver,none,fireseasonlength_erc,25.76923076923077,Q7,0.038,0.962,0.076,223.73076923076923,144.5,264.5,120,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Juliaetta,10mibuffer,fireseasonlength_erc,18.125,Q7,0.089,0.911,0.178,219.19230769230768,150,226.7,76.69999999999999,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Juliaetta,none,fireseasonlength_erc,22.22222222222222,Q7,0.04,0.96,0.08,232.76923076923077,150.5,260.1,109.60000000000002,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Kendrick,10mibuffer,fireseasonlength_erc,21.25,Q7,0.048,0.952,0.096,217.96153846153845,100.66666666666667,251.3,150.63333333333333,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Kendrick,none,fireseasonlength_erc,12.5,Q6,0.187,0.813,0.374,209.34615384615384,118.5,237.3,118.80000000000001,F5,Fire,ID26,Do fire conditions last shorter or longer than you remember?
Bovill,10mibuffer,meananntemp,0.34629937674592837,Q7,0.0785,0.9215,0.157,7.136989020414428,6.666170120530823,7.6427692810863554,0.9765991605555326,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,none,meananntemp,0.34997476428151575,Q7,0.0725,0.9275,0.145,7.504529584106104,7.036566190524733,8.001256611807845,0.9646904212831116,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,10mibuffer,meananntemp,0.3091399884470475,Q7,0.1115,0.8885,0.223,7.7669799196451486,7.365407088908508,8.26311828865481,0.8977111997463023,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,none,meananntemp,0.320421775989832,Q7,0.128,0.872,0.256,7.461952401780871,7.024839080583747,8.024085825372564,0.9992467447888176,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,meananntemp,0.2774014487747124,Q7,0.1085,0.8915,0.217,7.019433293051058,6.682250843958394,7.477955888670965,0.7957050447125713,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,none,meananntemp,0.22918857940255838,Q7,0.132,0.868,0.264,6.9148938049960815,6.605754624658116,7.3508193571837745,0.745064732525659,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,meananntemp,0.21869918400707672,Q7,0.0855,0.9145,0.171,9.842954112163929,9.601301615857583,10.066332722958405,0.4650311071008222,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,none,meananntemp,0.19914832100040658,Q7,0.0855,0.9145,0.171,10.189536523665817,9.966860767983702,10.357759422743737,0.3908986547600346,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,10mibuffer,meananntemp,0.2336353399728403,Q7,0.0905,0.9095,0.181,9.489859700196732,9.220171604366888,9.764717718408708,0.54454611404182,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,none,meananntemp,0.1956391717920994,Q7,0.108,0.892,0.216,9.862278747448787,9.631964167454392,10.090502385183651,0.4585382177292594,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,10mibuffer,meananomanntemp,0.34525511553664784,Q7,0.079,0.921,0.158,2.521381605775274e-5,-0.47023176322583476,0.5063673973296978,0.9765991605555326,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,none,meananomanntemp,0.3518100546919589,Q7,0.071,0.929,0.142,2.596701337971856e-5,-0.4673787623410528,0.49731165894205903,0.9646904212831118,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,10mibuffer,meananomanntemp,0.314169692263203,Q7,0.1075,0.8925,0.215,6.1895395421378185e-6,-0.4009943857801178,0.496716813966185,0.8977111997463028,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,none,meananomanntemp,0.3204165322092103,Q7,0.1275,0.8725,0.255,1.7136811524889883e-6,-0.4365382640726187,0.5627084807161992,0.9992467447888178,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,meananomanntemp,0.2773872895570959,Q7,0.1085,0.8915,0.217,6.866424572559825e-6,-0.3365850796550842,0.459119965057487,0.7957050447125712,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,none,meananomanntemp,0.2246256024392183,Q7,0.1395,0.8605,0.279,-1.901051068326702e-5,-0.3085930743205687,0.43647165820508993,0.7450647325256586,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,meananomanntemp,0.21533520497909425,Q7,0.09,0.91,0.18,-3.5692509994575796e-6,-0.2410504599261682,0.22398064717465366,0.46503110710082185,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,none,meananomanntemp,0.20167930625488,Q7,0.0835,0.9165,0.167,6.206771467870877e-6,-0.22206262122548492,0.1688360335345488,0.3908986547600337,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,10mibuffer,meananomanntemp,0.22996612392142474,Q7,0.097,0.903,0.194,-1.4239057126477577e-6,-0.26908980670651605,0.2754563073353026,0.5445461140418186,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,none,meananomanntemp,0.19264664984315666,Q7,0.113,0.887,0.226,-1.2160034516525401e-5,-0.22973187558441424,0.22880634214484383,0.45853821772925807,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,10mibuffer,meanmaxanntemp,0.42281990014872084,Q7,0.0975,0.9025,0.195,13.593097918740423,12.88884041559245,14.316066374539648,1.427225958947199,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,none,meanmaxanntemp,0.49125033096458776,Q7,0.1045,0.8955,0.209,14.12117103753007,13.312629901851645,15.025384592651728,1.7127546908000824,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,10mibuffer,meanmaxanntemp,0.2874587620761798,Q7,0.099,0.901,0.198,14.003355098705683,13.558471851699995,14.436759932952235,0.87828808125224,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,none,meanmaxanntemp,0.2834232345493448,Q7,0.1,0.9,0.2,13.703570892818961,13.254283422866557,14.132409134330992,0.8781257114644347,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,meanmaxanntemp,0.2114868684969427,Q7,0.0975,0.9025,0.195,12.805213741435331,12.46631386071574,13.175003772658975,0.7086899119432353,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,none,meanmaxanntemp,0.17274837040093274,Q7,0.0295,0.9705,0.059,13.101683006535074,12.790967183604623,13.476470726796187,0.6855035431915635,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,meanmaxanntemp,0.2192933083216146,Q7,0.067,0.933,0.134,15.86263656119147,15.636699924684295,16.07628532620242,0.43958540151812464,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,none,meanmaxanntemp,0.1957903192362518,Q7,0.013,0.987,0.026,16.2355671329577,16.03677471746633,16.402277019308023,0.3655023018416941,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,10mibuffer,meanmaxanntemp,0.24269138042155802,Q7,0.056,0.944,0.112,15.583618365213422,15.340332799998162,15.821248192953982,0.4809153929558203,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,none,meanmaxanntemp,0.20746208853541503,Q7,0.0095,0.9905,0.019,15.92110910285194,15.69225689010671,16.136679710676965,0.44442282057025473,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,10mibuffer,meanmaxanomanntemp,0.42235137099667275,Q7,0.098,0.902,0.196,7.289394863411821e-5,-0.7035069959608125,0.7237189629863877,1.4272259589472003,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,none,meanmaxanomanntemp,0.4943891673511861,Q7,0.101,0.899,0.202,7.459444416069031e-5,-0.8077859742073528,0.904968716592729,1.712754690800082,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,10mibuffer,meanmaxanomanntemp,0.28859187877987613,Q7,0.098,0.902,0.196,3.692523349879086e-5,-0.44416904265655055,0.43411903859568834,0.8782880812522389,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,none,meanmaxanomanntemp,0.2833805031179071,Q7,0.1005,0.8995,0.201,3.7363194380470475e-5,-0.4485623124345075,0.42956339902992663,0.8781257114644341,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,meanmaxanomanntemp,0.20422308068655334,Q7,0.106,0.894,0.212,1.988420025589323e-5,-0.3382104503183718,0.37047946162486306,0.7086899119432348,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,none,meanmaxanomanntemp,0.175655662309582,Q7,0.028,0.972,0.056,-4.980872534085411e-6,-0.3100614537906519,0.3754420894009113,0.6855035431915633,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,meanmaxanomanntemp,0.2223809949821039,Q7,0.0625,0.9375,0.125,-1.1402465882263383e-5,-0.22530483682820449,0.21428056468991968,0.4395854015181242,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,none,meanmaxanomanntemp,0.19579031923625184,Q7,0.013,0.987,0.026,-8.596190419742595e-6,-0.1981667719052027,0.16733552993649267,0.3655023018416954,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,10mibuffer,meanmaxanomanntemp,0.24269138042155608,Q7,0.056,0.944,0.112,-5.5504595970814095e-6,-0.24264253671796646,0.23827285623785366,0.4809153929558201,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,none,meanmaxanomanntemp,0.20746208853541367,Q7,0.0095,0.9905,0.019,-1.1399513244291812e-5,-0.22822091248916393,0.2162019080810923,0.4444228205702562,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,10mibuffer,meanminanntemp,0.24463804571971906,Q7,0.1035,0.8965,0.207,0.6808801220884331,0.44349982546919686,0.969472187633062,0.5259723621638651,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,none,meanminanntemp,0.16754836955742272,Q7,0.1325,0.8675,0.265,0.8878881306821356,0.7605024791978217,0.9771286309639636,0.21662615176614197,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,10mibuffer,meanminanntemp,0.3425725688496588,Q6,0.174,0.826,0.348,1.5306047405846142,1.1723423261170207,2.0894766443573873,0.9171343182403666,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Deary,none,meanminanntemp,0.3793099111617807,Q6,0.2025,0.7975,0.405,1.220333910742782,0.795394738300937,1.9157625164141387,1.1203677781132018,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,10mibuffer,meanminanntemp,0.3688165254940404,Q6,0.16,0.84,0.32,1.2336528446667867,0.8981878272010463,1.7809080046829537,0.8827201774819075,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
ElkRiver,none,meanminanntemp,0.3261045289169931,Q6,0.1745,0.8255,0.349,0.7281046034570894,0.42054206571160774,1.2251679875713617,0.804625921859754,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,10mibuffer,meanminanntemp,0.2251946743694011,Q7,0.1095,0.8905,0.219,3.823271663136388,3.5659033070308723,4.056380119714392,0.4904768126835197,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Juliaetta,none,meanminanntemp,0.2017083649823284,Q7,0.11,0.89,0.22,4.143505914373931,3.896946818501077,4.313241826179449,0.416295007678372,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,10mibuffer,meanminanntemp,0.26541462876871275,Q7,0.103,0.897,0.206,3.3961010351800414,3.100010408735614,3.7081872438634313,0.6081768351278174,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Kendrick,none,meanminanntemp,0.19953101701502307,Q7,0.1395,0.8605,0.279,3.8034483920456332,3.5716714448020745,4.044325059690334,0.47265361488825963,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,10mibuffer,meanminanomanntemp,0.24892398360888357,Q7,0.1,0.9,0.2,-2.246631651861011e-5,-0.2369565304908571,0.28901583167300804,0.5259723621638651,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
Bovill,none,meanminanomanntemp,0.16985719309913386,Q7,0.13,0.87,0.26,-2.266041740126753e-5,-0.12697155047475292,0.08965460129138907,0.21662615176614197,H1,Heat,ID6,"Overall, has it gotten hotter or cooler?"
